,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,Class
1694,0,0,1,0,2,2,1,0,3,3,1,1,0,1,0,2,2,1,4,4,4,4,4,1,4,2,2,2,0,0,1,1,1,4,5,0,1,4,4,2,0,4,0,2,4,2,1,4,1,4,0,2,2,0,0,0,1,0,1,4,2
1695,0,0,3,3,3,2,1,3,1,1,3,0,0,4,3,1,0,2,4,2,4,1,1,0,4,2,4,4,4,1,4,2,0,2,1,1,4,1,1,0,2,0,1,1,0,4,1,2,1,4,0,4,2,0,2,1,4,4,1,1,2
1696,4,4,1,0,3,2,2,1,0,2,2,1,3,1,3,0,0,2,0,2,2,0,2,0,2,1,1,4,1,1,4,1,1,0,2,2,2,0,2,2,0,0,0,2,2,0,1,4,4,4,2,2,1,4,4,4,1,4,0,2,2
1697,4,1,0,1,0,3,3,0,2,0,3,2,1,0,0,0,3,2,1,4,2,0,1,0,4,0,2,2,2,0,0,4,2,2,0,0,1,1,0,1,1,4,1,0,2,1,0,0,0,1,2,0,0,2,1,0,2,2,4,0,2
1698,4,1,0,3,1,3,0,0,0,3,1,0,3,0,2,2,1,0,0,2,1,4,1,0,2,1,1,0,4,0,2,2,1,0,2,2,2,4,0,4,0,4,4,4,4,1,0,2,0,2,0,2,2,0,1,4,2,2,4,4,2
1699,3,0,1,1,0,0,1,0,3,0,3,1,1,0,2,2,3,3,4,4,0,0,4,2,2,0,4,0,0,0,4,4,0,2,5,0,2,0,2,4,4,2,2,1,1,1,0,1,1,0,0,4,0,1,0,0,2,4,4,2,2
1700,4,3,2,2,3,3,1,1,0,0,0,3,3,0,0,3,0,2,4,4,2,4,0,0,2,4,0,4,2,0,2,4,1,4,2,1,1,0,2,4,1,0,0,4,0,0,0,4,0,1,0,4,2,2,0,4,0,4,0,0,2
1701,1,1,2,1,0,2,0,0,1,3,1,1,3,1,3,2,3,2,1,1,1,4,1,4,1,1,4,1,0,1,1,0,2,0,1,1,4,4,2,4,4,1,1,4,1,1,1,0,2,4,4,2,1,4,1,1,1,0,1,0,2
1702,0,1,0,2,2,1,1,3,3,1,1,1,1,4,1,3,3,1,2,4,2,2,2,1,0,2,1,2,4,2,0,2,2,0,0,1,1,1,1,0,0,1,1,1,1,0,2,4,2,1,0,1,1,2,1,2,2,2,0,2,2
1703,3,4,2,2,3,1,1,3,2,0,1,1,1,4,2,2,1,1,1,4,2,2,4,2,2,1,4,2,4,1,2,1,1,2,2,0,2,1,1,0,2,2,2,1,4,2,0,2,2,4,1,0,2,4,2,1,4,2,0,1,2
1704,1,4,1,3,1,1,1,3,1,1,1,3,2,0,2,1,3,2,2,0,2,1,0,0,1,0,2,1,0,2,2,0,0,1,0,2,1,0,4,1,0,2,2,0,2,1,0,2,1,0,2,1,0,2,2,0,2,1,0,2,2
1705,3,4,1,0,0,2,0,3,3,2,0,1,1,0,2,0,1,1,2,4,2,2,0,2,2,0,2,1,4,2,1,2,1,1,2,1,0,2,1,1,4,2,2,1,4,1,1,1,4,0,4,2,1,4,1,0,2,2,0,1,2
1706,0,1,1,3,3,2,2,1,1,2,3,2,1,4,1,3,3,1,1,4,2,0,1,2,2,2,4,0,2,2,4,2,4,1,1,1,1,4,0,0,1,1,4,0,2,2,0,2,1,1,0,0,1,1,0,4,1,2,2,2,2
1707,1,1,0,2,3,0,2,3,1,3,3,3,1,0,2,2,2,0,0,1,4,2,0,0,2,1,1,0,4,1,2,2,4,1,0,1,1,1,0,2,1,1,1,1,4,0,0,0,4,1,0,2,4,1,0,2,2,2,2,0,2
1708,0,0,2,1,3,3,1,3,2,0,2,0,3,4,1,1,1,1,1,0,4,2,4,2,1,4,2,0,1,4,2,2,2,0,1,0,0,0,1,4,1,4,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,2,0,2
1709,4,1,1,1,1,3,1,1,1,0,1,1,1,4,1,0,2,2,2,0,2,1,1,0,2,2,1,4,1,2,2,1,0,4,5,5,1,4,2,2,1,0,2,1,0,0,2,0,4,2,0,0,1,1,1,1,1,1,1,0,2
1710,0,0,3,3,3,3,2,1,3,2,2,0,2,0,0,2,1,1,0,1,0,1,4,1,1,0,0,1,2,1,0,4,0,4,0,5,4,1,1,1,4,1,4,2,2,2,0,2,1,0,1,0,2,4,0,1,2,0,0,0,2
1711,1,0,2,0,0,3,2,0,2,1,0,0,2,4,2,0,0,2,0,0,1,4,4,4,2,4,2,2,1,4,4,1,1,1,0,5,0,4,4,2,1,1,0,0,4,0,4,1,4,4,2,0,0,1,4,1,0,2,0,0,2
1712,1,1,0,2,3,2,0,0,2,3,1,1,0,0,0,3,3,1,1,2,2,0,4,4,4,4,2,0,4,2,4,4,2,0,1,1,4,1,2,2,0,0,1,0,0,4,1,1,4,1,0,2,0,2,4,4,0,0,4,2,2
1713,4,0,2,0,2,1,0,0,2,2,2,3,3,1,0,1,3,2,4,4,1,1,4,2,0,0,0,4,1,0,0,2,0,1,1,0,4,1,1,4,4,2,2,2,0,1,1,0,4,2,1,1,4,2,1,1,4,4,4,2,2
1714,1,4,3,1,0,0,0,2,1,3,2,0,2,0,0,2,0,0,0,4,1,4,2,1,0,2,0,0,1,0,0,4,2,1,5,2,0,2,4,2,2,2,4,4,4,0,4,1,0,0,2,2,2,2,1,1,0,4,4,0,2
1715,0,3,2,1,0,2,3,1,1,3,2,2,3,1,0,2,3,3,4,2,1,0,0,2,1,0,0,2,4,1,4,4,4,1,1,5,2,2,1,1,4,2,0,0,4,4,0,1,4,2,1,0,1,1,4,1,0,2,2,1,2
1716,0,0,0,0,3,0,2,1,3,0,3,3,2,1,3,0,0,3,0,4,4,0,4,4,2,0,4,2,0,0,0,4,1,0,5,5,2,0,0,0,0,0,4,4,0,0,0,0,0,2,4,1,4,4,2,0,4,2,0,2,2
1717,3,4,3,1,3,0,2,0,1,1,3,1,3,1,1,0,1,2,0,0,4,2,4,1,4,0,1,0,2,1,0,0,1,4,5,2,4,0,1,0,0,1,4,2,2,4,1,1,2,1,1,4,1,1,4,0,1,0,2,4,2
1718,3,4,1,0,0,2,0,3,0,0,0,1,0,0,3,1,0,2,1,4,4,0,1,1,1,4,2,2,0,4,0,2,1,0,0,1,0,1,4,0,0,0,4,0,1,4,4,1,1,0,1,0,0,0,4,4,2,0,0,1,2
1719,3,3,1,3,2,2,0,1,0,2,3,2,0,0,0,3,0,3,4,0,4,2,0,0,1,4,4,2,0,0,2,0,0,0,0,2,0,4,0,2,4,1,0,2,4,1,4,2,0,4,1,0,0,2,0,0,1,1,4,2,2
1720,3,3,1,0,1,1,0,0,3,2,3,0,2,0,3,0,1,1,0,0,0,0,0,0,0,4,2,0,1,4,4,1,1,0,0,5,4,4,1,1,1,4,2,4,2,2,0,4,1,4,1,4,1,1,2,0,4,4,0,4,2
1721,0,4,3,1,1,3,1,3,0,2,1,2,0,2,0,0,3,1,0,1,1,1,4,2,1,1,0,2,0,1,4,4,1,1,2,5,4,4,0,1,1,0,2,0,0,0,4,1,2,1,0,0,4,4,1,1,0,2,0,0,2
1722,0,4,2,0,2,2,2,0,2,2,3,0,2,2,2,0,1,2,2,4,0,1,4,2,4,1,1,1,0,2,2,4,0,4,0,5,4,1,2,0,0,0,2,4,1,1,0,4,0,0,4,2,2,4,4,1,0,2,0,0,2
1723,0,0,2,2,1,2,0,1,0,1,3,0,0,2,2,0,3,3,2,2,1,1,0,0,2,0,4,2,2,0,0,4,0,4,1,5,0,1,1,0,2,4,2,1,0,0,1,2,0,1,1,0,0,1,4,4,2,0,0,2,2
1724,1,0,1,0,2,2,1,0,3,3,1,1,0,4,1,0,1,0,0,0,4,1,1,4,4,4,2,2,1,4,2,4,2,1,5,5,4,2,4,2,0,2,4,4,4,0,4,1,0,2,4,1,0,2,0,2,1,0,4,1,2
1725,0,1,3,2,0,2,0,1,0,1,0,2,2,0,0,2,2,2,1,1,2,1,2,1,1,0,2,0,2,1,0,1,4,2,0,0,2,0,1,2,1,4,4,2,2,2,2,0,0,2,2,2,0,0,1,1,1,0,1,1,2
1726,3,0,1,0,2,0,2,1,1,2,0,2,0,1,3,1,1,0,4,1,4,1,0,0,0,0,0,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,4,1,0,2,1,1,2,2,2,4,2,2,4,2,2,1,2,2,2
1727,0,1,2,0,2,0,0,2,0,1,0,3,0,1,1,3,2,1,1,1,2,1,4,2,4,0,2,0,4,2,0,2,0,0,0,1,4,1,0,2,2,4,0,2,1,0,1,1,4,2,1,1,1,1,4,2,2,0,2,0,2
1728,4,3,2,0,2,0,2,2,1,3,2,0,1,0,0,1,0,3,1,1,1,4,1,4,2,2,4,1,0,1,0,1,0,2,1,5,0,2,0,4,1,4,1,0,0,2,2,4,2,1,4,1,0,2,0,1,4,4,1,0,2
1729,3,4,0,3,1,1,3,1,1,1,1,0,3,4,1,3,0,0,1,1,0,1,0,4,2,0,4,1,1,1,1,0,0,2,2,0,4,1,4,1,1,4,4,0,4,1,4,0,4,1,1,1,1,2,2,2,0,4,1,1,2
1730,0,0,3,0,0,1,0,1,1,1,3,0,3,4,2,3,2,2,2,1,4,4,2,1,2,2,0,2,0,0,4,2,2,2,2,2,0,1,4,4,1,0,0,2,2,1,2,4,2,4,1,0,2,4,4,4,1,0,2,2,2
1731,0,0,2,2,1,3,1,0,2,2,0,2,2,0,2,2,2,0,2,0,4,1,0,0,1,0,4,1,0,0,1,1,4,2,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,0,2,1,1,4,2,0,4,0,0,0,2
1732,1,3,1,0,2,1,2,2,0,2,2,3,2,0,0,2,2,0,1,2,4,1,1,4,4,1,1,1,1,0,2,2,0,2,1,1,2,0,1,4,2,2,1,1,0,0,4,1,0,1,0,2,2,1,0,2,2,0,0,2,2
1733,3,3,3,1,3,1,3,2,1,3,2,2,3,4,1,3,0,2,1,4,4,1,1,4,1,4,4,1,1,1,0,4,4,4,1,5,2,0,1,4,1,1,4,2,2,1,4,4,4,0,2,1,4,1,4,1,4,2,2,0,2
1734,4,1,2,0,3,2,2,1,2,1,1,3,0,2,2,0,2,3,1,1,0,4,2,0,0,0,4,0,1,2,2,4,0,1,0,2,2,1,4,4,1,1,2,2,1,2,0,1,2,2,0,4,2,1,1,1,1,2,1,1,2
1735,3,4,2,2,2,1,1,3,1,1,3,0,3,4,1,1,1,3,2,2,0,2,4,0,1,2,2,2,0,0,2,2,4,0,0,2,0,2,2,2,1,4,2,2,2,2,4,2,2,1,1,2,2,0,2,2,0,0,2,2,2
1736,3,1,1,2,1,3,3,1,1,3,1,0,3,1,1,3,2,2,1,0,1,0,1,4,1,4,1,4,4,1,0,1,0,2,1,1,2,0,0,2,0,0,2,2,1,1,0,2,4,4,2,4,0,4,2,2,0,1,1,2,2
1737,4,3,2,1,1,2,0,1,0,1,0,1,2,1,3,3,1,2,0,1,0,4,2,2,4,1,1,0,2,1,4,1,0,4,1,2,0,1,2,4,2,2,1,1,1,2,2,1,0,2,0,1,4,2,1,1,1,0,2,2,2
1738,3,0,0,3,2,2,3,2,3,3,2,3,0,4,2,1,1,3,4,4,0,0,0,4,1,4,2,4,2,0,4,2,0,4,1,1,4,1,0,4,0,4,2,2,1,1,1,0,2,4,2,4,1,0,0,2,4,4,2,4,2
1739,3,4,0,1,1,2,1,0,3,2,1,0,1,0,0,2,3,1,1,1,2,2,0,4,2,4,0,1,0,2,1,1,0,2,5,2,4,2,4,1,1,2,0,0,4,2,0,2,2,1,0,1,1,4,1,4,1,4,1,0,2
1740,3,0,3,0,2,0,2,1,0,2,3,3,3,4,2,0,0,0,1,0,1,4,1,4,4,4,4,4,2,4,2,2,0,0,0,0,4,2,1,0,0,2,4,2,2,0,4,0,4,4,4,2,2,0,4,0,2,1,4,4,2
1741,3,0,1,0,2,0,2,1,0,2,3,3,3,4,2,0,0,0,1,0,2,4,1,4,4,4,1,4,2,4,2,2,0,0,5,1,4,2,1,0,0,2,4,2,2,0,4,0,4,4,4,2,2,0,4,0,2,1,4,4,2
1742,3,1,1,2,1,0,2,1,2,2,1,2,1,0,2,1,3,2,0,4,0,2,1,0,2,2,0,0,1,0,2,2,0,4,1,0,0,2,4,1,4,4,1,1,0,4,0,1,1,0,2,2,2,0,1,1,0,2,2,1,2
1743,3,4,1,1,1,3,3,3,1,0,0,0,3,4,2,3,2,0,0,2,0,0,4,1,1,0,0,2,2,4,1,4,2,4,2,2,2,0,0,0,0,2,1,0,0,2,1,2,0,2,1,0,2,1,4,2,2,1,4,2,2
1744,1,0,1,3,2,0,2,3,3,2,0,3,3,4,3,0,2,1,0,2,0,2,0,0,0,1,2,4,2,2,4,2,0,1,1,5,2,0,1,0,0,2,0,2,0,2,0,0,4,2,4,2,0,0,1,1,0,2,4,2,2
1745,1,4,1,0,0,0,1,3,3,1,3,0,0,2,2,2,2,3,0,1,4,1,1,4,1,4,1,0,4,1,1,1,1,4,5,0,4,1,1,4,4,1,4,1,1,1,4,1,2,0,1,0,4,4,4,4,1,4,1,1,2
1746,1,3,2,1,1,3,1,2,1,0,0,2,1,1,1,0,1,2,2,1,1,1,2,1,4,2,2,2,2,2,4,2,1,1,2,5,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,0,2,1,0,2,2,1,1,1,2
1747,3,4,1,0,3,1,2,0,0,2,2,2,0,0,2,2,2,3,2,2,2,2,2,2,1,0,2,1,4,2,1,2,2,4,2,2,2,2,0,2,1,4,0,4,0,0,0,0,0,4,2,0,1,0,0,4,4,0,0,0,2
1748,1,1,0,0,3,1,1,1,0,2,0,1,2,1,3,0,3,2,4,1,1,0,2,1,0,0,0,2,2,1,4,1,1,2,5,2,2,4,4,1,4,2,2,1,1,4,0,1,0,2,4,2,2,1,2,2,1,1,4,2,2
1749,1,0,2,0,0,2,2,2,1,2,3,2,0,0,2,0,0,1,1,2,2,2,0,2,1,4,1,0,4,1,1,0,1,0,5,1,4,1,4,2,0,1,4,2,2,1,4,2,1,1,0,0,1,0,1,4,1,2,4,2,2
1750,1,0,2,1,3,2,1,3,0,1,3,2,2,4,3,1,3,1,4,1,2,1,4,1,1,2,2,2,0,0,2,2,1,1,5,2,2,2,1,4,2,0,1,2,1,1,2,0,1,0,0,1,4,0,1,4,2,1,1,2,2
1751,1,3,2,3,2,3,2,1,1,2,2,2,1,4,1,1,3,2,0,4,2,0,1,1,1,4,1,0,0,2,2,2,0,1,5,5,1,1,1,0,2,1,0,1,1,4,0,1,0,0,1,0,0,0,2,0,1,4,4,0,2
1752,1,3,3,1,3,2,1,1,1,1,3,2,1,0,2,1,3,2,2,0,4,2,0,4,2,1,4,2,4,4,1,2,2,1,1,5,2,0,2,1,0,0,2,0,0,2,2,0,2,0,0,2,0,2,2,0,0,2,2,0,2
1753,3,0,3,1,0,1,0,1,3,0,3,1,3,1,1,0,1,3,4,2,1,1,1,0,2,1,1,1,4,2,4,2,2,0,0,2,0,4,4,0,2,1,2,2,1,1,0,4,2,4,0,4,4,1,1,0,0,4,2,4,2
1754,1,4,1,1,0,3,1,0,1,0,1,1,0,2,3,0,0,2,2,0,2,0,0,2,1,0,0,4,0,4,0,0,2,4,2,5,2,0,4,4,2,1,0,0,2,0,0,4,2,2,4,0,2,0,2,2,0,1,1,2,2
1755,1,3,3,1,1,3,1,1,1,3,0,1,0,0,3,3,3,2,1,1,0,4,4,2,4,4,4,1,4,1,1,4,2,2,2,5,4,0,2,2,1,1,1,1,2,2,1,4,4,1,0,1,4,2,2,4,4,2,0,2,2
1756,4,3,3,3,1,0,2,1,0,3,1,3,0,4,2,0,3,2,4,0,1,1,0,2,2,0,0,2,2,1,0,0,2,4,5,1,1,2,4,4,0,4,1,2,2,1,2,1,2,4,2,2,1,4,2,0,0,2,2,1,2
1757,4,1,2,2,1,0,2,2,3,2,2,2,1,0,0,1,0,0,2,0,1,1,2,0,2,4,2,4,2,1,4,1,4,2,1,5,0,2,2,1,4,4,4,2,4,1,0,1,0,2,0,4,1,4,2,0,0,2,1,0,2
1758,3,3,2,0,2,3,1,1,3,0,2,1,1,4,2,0,2,0,2,2,1,4,2,2,2,2,2,4,1,1,0,4,4,4,5,2,0,2,2,4,4,0,2,0,2,0,2,2,2,2,1,0,2,4,0,2,0,2,1,0,2
1759,0,4,2,2,0,2,2,1,1,1,1,0,2,1,1,1,1,3,1,4,1,4,4,1,1,1,4,2,0,1,4,1,4,1,1,2,2,1,4,1,4,1,1,1,4,1,1,1,4,1,0,2,2,1,4,2,2,1,1,2,2
1760,1,0,2,2,2,3,0,3,3,2,0,1,3,2,0,2,2,2,1,0,2,1,1,4,2,0,1,4,1,1,0,4,2,2,2,0,0,0,4,2,4,0,4,1,4,1,1,1,4,4,1,1,1,1,0,2,2,2,0,2,2
1761,4,3,3,0,1,1,1,3,3,1,1,0,3,4,1,3,2,0,4,4,4,2,0,0,2,1,0,4,0,0,4,1,4,2,2,1,0,1,4,1,1,4,0,4,1,4,4,2,0,0,2,0,1,1,4,0,2,4,4,2,2
1762,4,3,3,2,2,1,1,2,3,1,3,3,1,1,1,3,1,1,0,2,2,2,0,2,1,1,0,4,4,2,4,2,2,1,1,2,4,2,0,1,2,2,2,4,2,0,1,2,2,2,2,4,2,0,0,1,2,0,1,4,2
1763,3,3,1,0,2,0,1,0,2,2,3,2,2,2,0,2,0,3,2,2,0,2,2,4,0,2,2,2,1,4,2,2,1,4,2,2,0,2,2,0,0,2,2,0,0,0,1,0,0,1,0,0,0,2,2,0,0,2,4,2,2
1764,3,4,1,3,3,3,2,1,3,3,3,3,1,4,1,3,2,3,0,4,4,0,4,0,4,1,0,0,0,1,0,4,4,2,2,2,0,0,0,4,4,1,0,2,1,1,4,1,4,1,1,0,2,2,1,2,0,4,2,2,2
1765,3,3,3,2,3,3,2,1,3,1,3,3,0,2,2,0,3,2,4,0,4,1,1,1,1,4,1,0,0,0,1,1,4,0,1,1,4,2,2,4,2,2,4,4,1,4,2,4,2,1,1,4,4,1,1,1,1,4,0,1,2
1766,4,4,0,0,1,3,2,3,2,3,1,3,1,2,3,2,1,0,1,2,2,0,0,0,0,4,1,1,0,2,1,2,4,4,5,1,4,4,2,4,1,4,1,0,2,1,1,0,4,4,1,1,0,2,2,4,2,2,1,4,2
1767,3,4,1,0,1,0,0,3,1,3,1,3,2,0,3,3,1,1,4,4,2,1,0,2,0,4,2,2,0,4,2,4,0,2,5,2,0,0,4,2,1,4,4,4,1,1,0,2,0,2,4,2,2,0,0,2,4,4,1,1,2
1768,0,4,2,1,1,3,1,1,1,0,0,0,2,4,2,1,0,2,2,2,0,4,4,0,1,0,2,2,4,2,4,0,0,2,1,1,4,0,1,1,0,1,0,1,1,1,0,2,1,1,0,0,0,0,4,1,1,4,0,4,2
1769,0,4,1,0,0,1,0,0,3,2,3,1,2,1,1,0,0,0,2,1,1,1,0,4,2,2,4,2,2,4,4,0,1,4,1,5,2,4,2,4,4,4,2,1,4,2,2,4,2,4,4,2,2,4,2,0,2,0,2,2,2
1770,4,4,0,3,3,3,3,0,3,0,3,0,3,4,3,0,3,3,4,4,0,4,4,4,4,4,4,4,0,2,0,2,0,2,5,1,4,1,0,1,4,1,4,2,4,1,2,1,1,1,0,0,2,1,4,2,2,0,2,4,2
1771,3,4,3,1,0,2,0,2,2,3,0,0,2,0,2,2,2,0,0,2,2,1,4,4,2,0,2,0,2,2,0,1,1,4,2,2,4,4,1,0,4,1,4,2,2,1,1,4,4,4,1,4,4,1,2,2,0,4,2,0,2
1772,3,4,0,3,3,3,0,0,3,3,3,3,0,2,3,3,3,3,0,2,0,2,0,1,0,1,2,2,4,2,4,1,4,2,2,1,4,2,4,2,4,4,2,1,1,0,0,2,0,1,4,2,2,4,1,4,1,4,0,0,2
1773,1,4,1,1,0,2,2,2,0,2,2,0,0,0,2,2,0,1,4,4,4,2,2,1,4,4,4,1,4,0,2,1,0,2,0,5,0,0,4,1,4,4,1,1,4,4,2,1,4,0,1,4,4,2,2,0,0,2,4,1,2
1774,4,3,3,2,0,2,3,2,2,1,0,3,2,0,0,2,0,0,2,2,4,2,4,0,4,2,2,1,1,1,1,0,1,1,5,0,4,2,2,1,1,4,0,4,4,4,0,1,4,2,0,1,1,1,4,1,4,0,1,0,2
1775,3,0,2,1,2,3,1,3,2,1,0,2,0,1,2,2,3,1,0,1,1,0,0,1,4,0,1,4,4,1,0,4,1,0,1,5,4,1,0,1,4,2,2,1,1,4,2,4,2,1,4,2,0,4,1,4,2,2,4,1,2
1776,3,1,1,2,0,0,0,2,1,3,2,1,1,1,2,1,2,0,2,4,1,2,2,0,2,4,2,2,0,2,1,0,2,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,2,1,0,2,0,2,0,2,0,2,4,1,2
1777,4,1,3,0,2,0,0,3,1,1,3,2,1,4,3,3,3,0,4,1,1,1,0,2,1,0,4,1,4,4,4,2,1,4,5,5,1,4,0,4,2,4,4,2,1,4,1,0,2,4,1,2,1,1,1,4,0,4,2,4,2
1778,4,0,2,1,0,1,1,0,2,1,0,2,3,2,2,1,0,2,1,4,4,1,2,0,0,2,1,1,0,2,1,1,1,0,2,5,2,2,0,0,1,1,0,1,0,0,1,4,2,1,1,1,4,1,0,0,0,0,2,0,2
1779,1,4,3,1,1,2,1,0,1,1,1,0,2,1,2,1,2,3,1,2,0,1,1,4,4,4,0,1,1,0,2,1,0,2,2,1,1,4,1,1,1,1,0,1,1,0,2,0,4,2,1,1,1,4,2,1,2,1,4,2,2
1780,4,3,2,2,2,1,3,2,1,2,2,0,1,4,3,3,1,3,1,2,4,1,2,4,2,1,1,1,1,0,1,0,0,0,0,2,4,0,0,0,2,1,4,4,2,2,2,2,0,1,1,4,2,2,2,2,2,2,0,2,2
1781,4,3,1,3,1,3,0,3,2,2,1,1,1,4,3,1,1,3,1,0,4,1,0,2,2,2,2,0,1,1,2,4,4,4,1,1,1,1,1,1,4,1,4,4,1,1,4,4,1,0,1,0,2,4,0,4,4,4,0,0,2
1782,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,3,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,4,0,1,1,1,0,2,1,4,1,1,1,0,0,1,0,2,0,4,4,1,4,1,1,2
1783,3,1,2,1,1,1,2,1,1,1,1,3,1,1,2,1,2,1,1,2,1,1,4,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,4,1,1,1,2,1,1,1,2,1,1,2,1,4,1,4,1,1,2
1784,1,4,2,3,2,2,3,0,3,2,0,0,2,1,1,0,2,0,1,1,4,1,1,1,1,2,2,1,2,2,2,1,1,4,1,0,2,2,2,0,0,1,0,2,0,0,4,2,0,4,1,0,2,0,1,1,4,4,4,2,2
1785,3,3,2,2,1,3,3,3,1,3,1,0,3,2,2,1,3,2,4,1,1,4,4,1,0,2,2,2,4,1,4,4,1,1,5,2,0,0,0,4,2,1,0,2,4,2,2,4,2,1,4,4,0,1,2,1,4,1,1,0,2
1786,3,0,2,2,2,2,2,0,3,2,2,2,2,2,2,2,1,0,2,0,4,1,4,4,2,2,0,1,4,1,0,4,2,0,2,2,0,2,2,2,2,1,1,1,1,1,1,4,2,1,1,1,0,2,0,2,2,2,2,4,2
1787,1,1,0,1,1,0,3,1,2,3,2,2,2,1,2,3,1,1,2,1,0,0,2,0,1,1,2,2,2,1,0,2,0,4,1,5,2,2,1,1,1,0,0,1,2,0,4,2,0,1,2,0,2,2,2,1,2,1,1,4,2
1788,1,4,2,2,3,2,3,2,2,0,2,2,2,0,1,3,1,1,1,4,1,1,0,2,4,1,0,1,4,4,4,1,0,2,0,1,1,4,1,0,1,4,1,1,1,1,0,4,2,1,4,2,1,4,1,1,1,0,1,0,2
1789,3,1,2,1,2,1,1,2,0,2,1,2,1,1,1,1,2,1,4,1,1,2,1,1,4,1,0,1,1,4,2,1,1,0,1,1,0,2,2,2,0,2,4,2,2,2,1,2,2,2,1,0,4,4,2,4,4,1,2,1,2
1790,0,3,2,1,0,2,1,1,3,3,1,2,0,1,2,3,1,0,0,4,0,0,1,0,0,2,2,0,4,2,4,2,4,1,2,2,4,2,0,4,2,0,4,2,0,2,1,2,0,2,0,4,2,2,0,1,2,4,2,0,2
1791,0,1,0,3,0,0,1,0,2,2,2,0,0,0,2,1,3,2,2,0,2,1,1,0,1,4,1,4,2,2,0,1,1,4,5,1,4,2,2,4,0,2,0,2,0,0,1,0,4,2,2,2,0,1,2,4,2,4,2,0,2
1792,0,3,0,3,2,1,3,3,3,1,1,3,0,0,2,1,1,0,2,0,2,2,0,0,2,4,2,4,2,0,2,1,1,1,0,0,0,2,2,0,1,1,1,4,4,2,0,4,1,0,0,4,4,1,4,2,0,0,4,4,2
1793,1,0,1,0,2,1,1,3,3,3,2,3,2,4,1,1,0,0,2,1,0,2,2,0,2,2,2,1,0,2,1,2,0,2,2,5,0,2,4,2,0,0,2,0,2,0,1,1,1,0,2,2,1,2,1,4,0,1,1,4,2
1794,1,0,1,1,2,2,2,2,1,3,3,2,1,4,2,3,3,2,2,0,4,0,1,0,4,1,4,1,2,1,1,0,4,4,0,1,1,4,2,1,1,0,1,4,1,4,1,4,0,2,1,0,4,1,1,4,2,2,0,1,2
1795,3,4,2,2,2,2,0,2,0,0,3,0,3,2,3,2,2,0,1,0,0,1,0,1,0,0,0,1,1,4,2,2,4,1,1,1,1,0,2,2,1,4,1,4,2,2,1,1,1,0,2,0,2,1,0,2,2,2,2,1,2
1796,3,4,1,3,2,1,1,3,1,0,2,3,1,1,0,1,1,1,4,2,4,0,1,1,1,4,2,2,1,1,1,2,2,4,1,1,4,4,4,2,2,0,2,4,0,2,0,0,4,2,2,0,4,4,2,1,0,0,2,4,2
1797,1,4,1,2,2,2,2,0,1,2,1,1,1,1,1,0,1,1,0,2,1,4,1,0,0,0,4,4,1,1,2,0,2,4,2,1,0,2,0,0,0,0,2,0,0,0,1,1,2,2,0,1,1,1,1,1,1,0,2,4,2
1798,1,4,3,3,3,1,1,0,2,0,2,1,1,4,3,0,3,0,4,1,4,4,2,2,4,0,4,0,4,2,1,1,0,0,5,2,0,4,2,1,1,2,1,1,0,4,4,4,1,4,2,0,2,1,1,0,2,0,0,0,2
1799,3,3,1,2,1,1,3,2,3,2,1,1,1,0,1,2,1,3,2,1,4,2,1,1,4,2,1,4,1,1,0,2,0,1,0,5,4,4,4,2,4,4,1,4,4,2,0,0,4,1,4,2,4,2,0,2,0,1,1,1,2
1800,0,0,2,2,2,0,3,0,1,3,3,3,2,0,3,0,0,3,4,0,0,2,2,1,1,0,2,0,2,2,1,1,1,0,5,5,0,2,4,4,2,0,2,0,0,0,2,4,1,0,1,0,2,0,4,0,4,0,4,4,2
1801,3,4,0,3,0,3,2,1,0,3,3,3,2,2,0,0,3,3,2,4,4,1,4,2,4,0,4,2,0,0,4,4,2,0,5,2,0,1,4,2,2,0,1,0,2,4,4,0,1,1,4,4,0,4,4,1,0,0,0,1,2
1802,4,3,1,3,2,2,1,3,0,2,1,0,3,2,3,2,2,0,2,2,0,2,1,1,0,0,0,2,1,4,1,0,0,4,0,0,2,0,0,2,2,2,2,1,1,4,0,2,0,0,4,2,0,0,0,1,1,1,4,4,2
